,data,label
15308,wis alam raya,wisata alam raya
15309,bts. tapa tengah sidem,bts. tapa tengah-pdg sidem
15310,sd neg gambir kuning,sd negeri gambir kuning
15311,sd negeri gam kuning,sd negeri gambir kuning
15312,toko san,toko sandal
15313,glor pontianak,gloryart pontianak
15314,gloryart ponti,gloryart pontianak
15315,asosiasi kontra konstruksi indonesia,asosiasi kontraktor konstruksi indonesia
15316,asosiasi kontraktor konstr indonesia,asosiasi kontraktor konstruksi indonesia
15317,tempat pemoto hewan eriyanto,tempat pemotongan hewan eriyanto
15318,pamu indah 10,pamulang indah 10
15319,kb perm bunda,kb permata bunda
15320,maje taklim kharisma,majelis taklim kharisma
15321,majelis tak kharisma,majelis taklim kharisma
15322,saha dna rentcar and traveling,sahabat dna rentcar and traveling
15323,ambunan fash,ambunan fashion
15324,snack lid dan makaroni,snack lidian dan makaroni
15325,taman pendid qur,taman pendidikan qur
15326,mojop,mojopahit
15327,mel tours,melati tours
15328,war 3 as-106,wartel 3 as-106
15329,pasar besar lan lantai 2,pasar besar malang lantai 2
15330,pasar besar malang lan 2,pasar besar malang lantai 2
15331,kamp kb potrobawan kokosan,kampung kb potrobawan kokosan
15332,madr ibtidaiyah swasta (mis) salafiyah,madrasah ibtidaiyah swasta (mis) salafiyah
15333,madrasah ibtida swasta (mis) salafiyah,madrasah ibtidaiyah swasta (mis) salafiyah
15334,madrasah ibtidaiyah swa (mis) salafiyah,madrasah ibtidaiyah swasta (mis) salafiyah
15335,sah,sahwan
15336,yaya al kubro,yayasan al kubro
15337,kh. has ash,kh. hasyim ash
15338,jasa kontra desain interior apartemen parahyangan residence bandung,jasa kontraktor desain interior apartemen parahyangan residence bandung
15339,jasa kontraktor desain inte apartemen parahyangan residence bandung,jasa kontraktor desain interior apartemen parahyangan residence bandung
15340,jasa kontraktor desain interior apartemen parahy residence bandung,jasa kontraktor desain interior apartemen parahyangan residence bandung
15341,andie makka,andie makkawaru
15342,semi barber,semi barbershop
15343,toko ist surya,toko istana surya
15344,kebay toko,kebayoran toko
15345,dinas keseh kota singkawang,dinas kesehatan kota singkawang
15346,gapo sawargi,gapoktan sawargi
15347,gapoktan sawa,gapoktan sawargi
15348,sarip rumah makan,saripatin rumah makan
15349,let jend r. suprapto,letnan jend r. suprapto
15350,gang lest,gang lestari
15351,puri cen ii,puri cendaw ii
15352,madr ibtidaiyah da nw aikmual,madrasah ibtidaiyah da nw aikmual
15353,madrasah ibtida da nw aikmual,madrasah ibtidaiyah da nw aikmual
15354,madrasah ibtidaiyah da nw aik,madrasah ibtidaiyah da nw aikmual
15355,iq. mahm,iq. mahmudah
15356,lese bumi ayu,lesehan bumi ayu
15357,d.sudr,d.sudrajat
15358,gad bukit indah,gading bukit indah
15359,lat plaza,latant plaza
15360,meub laksana,meubeul laksana
15361,jend sudi,jenderal sudi
15362,pon aryvia,pondok aryvia
15363,mas as-sholihin,masjid as-sholihin
15364,masjid as-sho,masjid as-sholihin
15365,muti electric,mutiara electric
15366,syak collection,syakira collection
15367,syakira collec,syakira collection
15368,pang rambut alinda,pangkas rambut alinda
15369,maroh sweet home,marohan's sweet home
15370,west union,western union
15371,kamp baru i,kampung baru i
15372,toko semb wahyu wina,toko sembako wahyu wina
15373,"kantor no edison sm sinaga, sh","kantor notaris edison sm sinaga, sh"
15374,kantor notaris edison sm sina sh,"kantor notaris edison sm sinaga, sh"
15375,ter ayam gun,ternak ayam gun
15376,panc timur raya,pancoran timur raya
15377,ruko mega gro cempaka mas,ruko mega grosir cempaka mas
15378,ruko mega grosir cemp mas,ruko mega grosir cempaka mas
15379,idm ttol anjas e 1,idm ttol anjasmoro e 1
15380,setia,setiabudi
15381,pempek wong 19,pempek wongkito 19
15382,cihanj,cihanjuang
15383,han,hanifa
15384,ud karma,ud karmawati
15385,black canyon cof raflesia jogja,black canyon coffee raflesia jogja
15386,beng wahyu motor,bengkel wahyu motor
15387,mari mam toko,mari mampir toko
15388,mm anti store,mm antique store
15389,raya pun cisa,raya puncak cisa
15390,sd negeri rawa,sd negeri rawasari
15391,apartemen gunawa tidar,apartemen gunawangsa tidar
15392,dip,dipone
15393,keb i,kebant i
15394,angkri bakso ndeso,angkringan bakso ndeso
15395,cis iii,cisang iii
15396,pt. sut permai,pt. sutera permai
15397,pang basket rebatig,lapangan basket rebatig
15398,pegad,pegadaian
15399,yaya al hukama,yayasan al hukama
15400,pola cell,polaris cell
15401,madr diniyah bontosanra,madrasah diniyah bontosanra
15402,bank negara indon,bank negara indonesia
15403,gad kirana timur 9,gading kirana timur 9
15404,surodi v,surodinawan v
15405,delica art grap,delica art graphic
15406,wol mongin,wolter mongin
15407,penj ruddy,penjahit ruddy
15408,pemerintah kota surabaya dinas perdag dan perindustrian,pemerintah kota surabaya dinas perdagangan dan perindustrian
15409,kamp sengkowo,kampung sengkowo
15410,meda tinggi,medan-t tinggi
15411,ayam gep sambal bawang mbak is,ayam geprak sambal bawang mbak is
15412,ayam geprak sam bawang mbak is,ayam geprak sambal bawang mbak is
15413,rop sgb,roppan sgb
15414,maje taklim al huda,majelis taklim al huda
15415,hard sh & associates,hardani sh & associates
15416,fil i,filode i
15417,pesan al qur'an darul mahmudah,pesantren al qur'an darul mahmudah
15418,pesantren al qur darul mahmudah,pesantren al qur'an darul mahmudah
15419,weda mas kodok,wedangan mas kodok
15420,mongin,monginsidi
15421,kan desa mekar jaya,kantor desa mekar jaya
15422,taz tour dan travel,tazkia tour dan travel
15423,ayu rumah fashion,ayunda rumah fashion
15424,ayunda rumah fash,ayunda rumah fashion
15425,pang jayak,pangeran jayak
15426,kan pos dan giro,kantor pos dan giro
15427,kan dpc ppp,kantor dpc ppp
15428,pt mand sukses valas money changer,pt mandiri sukses valas money changer
15429,min muara hala,min muara halayung
15430,tk pert pekandangan,tk pertiwi pekandangan
15431,al ish,al ishlah
15432,bung,bunguran
15433,gg. abdul muth,gg. abdul muthalib
15434,bank rak indonesia,bank rakyat indonesia
15435,mega plas toko,mega plastik toko
15436,polikl pt letawa-astra al.,poliklinik pt letawa-astra al.
15437,restu tawang jaya,restu tawangmangu jaya
15438,sari prak nusantara pt,sari prakarsa nusantara pt
15439,abdi agung distri atk harga termurah,abdi agung distributor atk harga termurah
15440,war ma aas,warung ma aas
15441,mas tenjo,masjid tenjo
15442,gib ud,gibeon ud
15443,merd,merdeka
15444,kedai sama pecel lele,kedai samaran pecel lele
15445,got roy,gotong roy
15446,sd neg kamplas,sd negeri kamplas
15447,trend bus dan kerudung,trend busana dan kerudung
15448,trend busana dan keru,trend busana dan kerudung
15449,d-two dis regency bpp,d-two distro regency bpp
15450,d-two distro rege bpp,d-two distro regency bpp
15451,syarif yoes,syarifuddin yoes
15452,kost agus susanto prat,kost agus susanto pratomo
15453,chi net,chiera net
15454,sura diesel,surabaya diesel
15455,kass laundry,kassela laundry
15456,smut sub,smut sublim
15457,boule,boulevard
15458,tel singosari,telkom singosari
15459,tlog gang ii,tlogomas gang ii
15460,smp neg 1 merbau mataram,smp negeri 1 merbau mataram
15461,pesantren ma' amaliyyah qur'ani,pesantren ma'had amaliyyah qur'ani
15462,pesantren ma'had amali qur'ani,pesantren ma'had amaliyyah qur'ani
15463,jl. rw. mongin,jl. rw. monginsidi
15464,bike ren lovina,bike rental lovina
15465,kli sapta mitra 24 jam,klinik sapta mitra 24 jam
15466,war mbak ni,warung mbak ni
15467,rs nyai ageng pinati,rs nyai ageng pinatih-er
15468,pen paradise,penang paradise
15469,penang par,penang paradise
15470,raya pun cipa,raya puncak cipa
15471,de pavil,de pavilioen
15472,msr jahit bus,msr jahit busana
15473,mas al muslim,masjid al muslim
15474,pasar lebak keta daya,pasar lebak ketapang daya
15475,pejag raya,pejagalan raya
15476,point break indon pt,point break indonesia pt
15477,sep & sandal,sepatu & sandal
15478,taman pendid al-qur'an (tpq) al huda,taman pendidikan al-qur'an (tpq) al huda
15479,taman pendidikan al (tpq) al huda,taman pendidikan al-qur'an (tpq) al huda
15480,jl. suryopr b,jl. suryopranoto b
15481,kremes typical ban pontianak,kremes typical banana pontianak
15482,kremes typical banana ponti,kremes typical banana pontianak
15483,ern collection,ernita collection
15484,raya sed agung,raya sedati agung
15485,bran kids fashion,branded kids fashion
15486,usaha mikro kecil dan mene setia usaha jasa putra,usaha mikro kecil dan menengah setia usaha jasa putra
15487,solu gym,solution gym
15488,tabr ahmad,tabrani ahmad
15489,slim & hea sport theraphy,slim & health sport theraphy
15490,sahu photocopy,sahumpun photocopy
15491,el rayhan pancake dur,el rayhan pancake durian
15492,seaf fajar,seafood fajar
15493,pers,persaha
15494,kuliner bet nasi uduk goreng jengkol hj. icih jl. strada 1 no 37 kranji,kuliner betawi nasi uduk goreng jengkol hj. icih jl. strada 1 no 37 kranji
15495,kuliner betawi nasi uduk gor jengkol hj. icih jl. strada 1 no 37 kranji,kuliner betawi nasi uduk goreng jengkol hj. icih jl. strada 1 no 37 kranji
15496,es kel muda omber selawase,es kelapa muda omber selawase
15497,h ibra adjie,h ibrahim adjie
15498,nga kel.,ngasem kel.
15499,war giras rel bu anik,warung giras rel bu anik
15500,lorena kari po,lorena karina. po
15501,kope,koperasi
15502,gun sah raya,gunung sah raya
15503,remp muslimah,rempeyek muslimah
15504,hen celluler,henika celluler
15505,agenpos gani,agenpos ganiyyu
15506,tk islam wathon arjawinangun,tk islam wathoniyah arjawinangun
15507,toko hara baru,toko harapan baru
15508,tupa,tuparev
15509,fortu coffee,fortunate coffee
15510,toko gtd par,toko gtd parigi
15511,war kopi sambalado,warung kopi sambalado
15512,anug pangan lestari pt,anugrah pangan lestari pt
15513,anugrah pangan lest pt,anugrah pangan lestari pt
15514,kan kesyahbandaran dan otoritas pelabuhan kelas ii cilacap,kantor kesyahbandaran dan otoritas pelabuhan kelas ii cilacap
15515,kantor kesyahba dan otoritas pelabuhan kelas ii cilacap,kantor kesyahbandaran dan otoritas pelabuhan kelas ii cilacap
15516,kantor kesyahbandaran dan otoritas pelab kelas ii cilacap,kantor kesyahbandaran dan otoritas pelabuhan kelas ii cilacap
15517,raya solo-s,raya solo-sragen
15518,lemb bahasa & program pendidikan,lembaga bahasa & program pendidikan
15519,lembaga bah & program pendidikan,lembaga bahasa & program pendidikan
15520,lembaga bahasa & prog pendidikan,lembaga bahasa & program pendidikan
15521,polte tasikmalaya,poltekkes tasikmalaya
15522,mush baitussalam,mushalla baitussalam
15523,kan kas,kantor kas
15524,mas pagar jambi,masjid pagar jambi
15525,beng stell velg jari,bengkel stell velg jari
15526,sma neg 9 yogyakarta,sma negeri 9 yogyakarta
15527,kup segun iii,kup segunting iii
15528,azim game,azimuth game
15529,war ibu shinta,warteg ibu shinta
15530,pers raya,persada raya
15531,dok hewan luluk,dokter hewan luluk
15532,kan lurah ujung menteng,kantor lurah ujung menteng
15533,raya sla riy,raya slamet riy
15534,apotek rak rita,apotek rakyat rita
15535,kedin ten viii,kedinding ten viii
15536,masjid al hida,masjid al hidayah
15537,raya pen,raya pengas
15538,raya pati-k,raya pati-kudus
15539,urb community,urbane community
15540,regina s bak plaza bii,regina s bakery plaza bii
15541,gpdi filade palangka raya,gpdi filadelfia palangka raya
15542,bank cent asia,bank central asia
15543,"jess catering, snack, bakery","jessica catering, snack, bakery"
15544,keb 6,kebers 6
15545,seru perkasa pt,seruling perkasa pt
15546,mau putra madiri,maubel putra madiri
15547,suzuki fina indonesia (sfi). pt,suzuki finance indonesia (sfi). pt
15548,suzuki finance indon (sfi). pt,suzuki finance indonesia (sfi). pt
15549,bah 1,bahari 1
15550,kope pegawai republik indonesia abadi,koperasi pegawai republik indonesia abadi
15551,puskesmas pemb desa batu nindan,puskesmas pembantu desa batu nindan
15552,toko perhi tanjung mas,toko perhiasan tanjung mas
15553,toko perhiasan tanj mas,toko perhiasan tanjung mas
15554,agen pos susu,agen pos susukan
15555,yaya melania jakarta,yayasan melania jakarta
15556,yayasan mela jakarta,yayasan melania jakarta
15557,per neg,percet neg
15558,rain sticker,rainbow sticker
15559,perum griya sent,perum griya sentosa
15560,bai,baitur
15561,sd neg 2 wonoroto,sd negeri 2 wonoroto
15562,pisa baru ten 4,pisangan baru ten 4
15563,beng central motor,bengkel central motor
15564,bengkel cent motor,bengkel central motor
15565,m h tham boule,m h thamrin boule
15566,sen,sengku
15567,ycy dry clea laundry,ycy dry cleaning laundry
15568,ycy dry cleaning dry,ycy dry cleaning laundry
15569,mas darul hik,mas darul hikmah
15570,gereja kris jawa,gereja kristen jawa
15571,rumah sakit cakra mandiri prat pt,rumah sakit cakra mandiri pratama. pt
15572,jend gatot subr,jend gatot subroto
15573,toko beras ata jaya,toko beras atamak jaya
15574,sust abdi kristus-ngawi,susteran abdi kristus-ngawi
15575,susteran abdi kristus,susteran abdi kristus-ngawi
15576,war kopi jack rock n roll,warung kopi jack rock n roll
15577,maran jok,marantiah jok
15578,ged panj,gedong panj
15579,satla polrestabes makassar,satlantas polrestabes makassar
15580,satlantas polres makassar,satlantas polrestabes makassar
15581,satlantas polrestabes maka,satlantas polrestabes makassar
15582,pacific capo sejahtera,pacific capoital sejahtera
15583,muti jati cikande indah,mutiara jati cikande indah
15584,mutiara jati cika indah,mutiara jati cikande indah
15585,tam km 4,tambal km 4
15586,bimba-aiueo pon cibubur,bimba-aiueo pondok cibubur
15587,soto bet bang udin,soto betawi bang udin
15588,harm depot,harmoni depot
15589,cah berlian motor,cahaya berlian motor
15590,cahaya berl motor,cahaya berlian motor
15591,suki ac mobil,sukiswo ac mobil
15592,kan kua banggae,kantor kua banggae
15593,war sembilan,warung sembilan
15594,toko ang 1,toko anggun 1
15595,war makan barokah,warung makan barokah
15596,gro sembako,grosir sembako
15597,desa kota ban,desa kota banjar
15598,bela utama lin pt pelayaran,bela utama lines. pt pelayaran
15599,cv. anug dua bersaudara,cv. anugrah dua bersaudara
15600,ki mang,ki manguns
15601,war makan pak kumis,warung makan pak kumis
15602,war makan rizqi anambas,warung makan rizqi anambas
15603,teuku muha daud beur,teuku muha daud beureueh
15604,mdta mift ulum dukuhjati wetan,mdta miftahul ulum dukuhjati wetan
15605,mdta miftahul ulum dukuh wetan,mdta miftahul ulum dukuhjati wetan
15606,must karya-ho,mustika karya-ho
15607,mustika kary,mustika karya-ho
15608,sur tim 3,suromu tim 3
15609,man senan,mandor senan
15610,inda sh & rekan,"indarti, sh & rekan"
15611,mts hidayat,mts hidayatullah
15612,raya bram,raya brambang
15613,maje taklim hidayatul islah,majelis taklim hidayatul islah
15614,war kondang,warung kondang
15615,ten sul,ten sulung
15616,kan camat jorlanghataran,kantor camat jorlanghataran
15617,pangkas ram garut,pangkas rambut garut
15618,pt. asri ciptanusa,pt. asrigaha ciptanusa
15619,palm barat,palmerah barat
15620,mas at taqwa,masjid at taqwa
15621,lal rawit,lalada rawit
15622,jam jambi,jambi- jambi
15623,jambi- jam,jambi- jambi
15624,rock cafe,rockdil cafe
15625,rawa 24,rawasari 24
15626,dip,dipone
15627,mas al mu'minin,masjid al mu'minin
15628,ais fried chicken,aisyah fried chicken
15629,tanj sari asri barat iv,tanjung sari asri barat iv
15630,bout sekar,boutique sekar
15631,kb gotong roy,kb gotong royong
15632,aia cent building 21st floor,aia central building 21st floor
15633,madr ibtidaiyah darulhuda,madrasah ibtidaiyah darulhuda
15634,madrasah ibtida darulhuda,madrasah ibtidaiyah darulhuda
15635,madrasah ibtidaiyah darul,madrasah ibtidaiyah darulhuda
15636,anug diantas pt,anugerah diantas pt
15637,sekolah mene kejuruan (smk) mutiara,sekolah menengah kejuruan (smk) mutiara
15638,sekolah menengah keju (smk) mutiara,sekolah menengah kejuruan (smk) mutiara
15639,nathan cof,nathan coffee
15640,dar,darmaw
15641,raya tpu pon ranggon,raya tpu pondok ranggon
15642,kopo cir,kopo cirang
15643,lin suma,lintas suma
15644,kart,kartasa
15645,pol walenrang,polsek walenrang
15646,polsek walen,polsek walenrang
15647,har tebet-pnt jln kh. a syafi'ie,harris tebet-pnt jln kh. a syafi'ie
15648,harris tebet jln kh. a syafi'ie,harris tebet-pnt jln kh. a syafi'ie
15649,jne cilil,jne cililitan
15650,omah putih medina,omahkost putih medina
15651,sang senam cantik,sanggar senam cantik
15652,house of lin salon & bri gallery,house of lin salon & bridal gallery
15653,roe macaroni salsa,roemah macaroni salsa
15654,roemah maca salsa,roemah macaroni salsa
15655,pasir kal,pasir kaliki
15656,kope monsuani,koperasi monsuani
15657,madr ra muslimat nu 075 joresan,madrasah ra muslimat nu 075 joresan
15658,madrasah ra musl nu 075 joresan,madrasah ra muslimat nu 075 joresan
